index,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
669,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,"5,45,946",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,,,,25 km/kg,935 kg,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,,,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,,,Yes,Not on offer,,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,256 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,,,Yes,,Yes,Yes,,,,,Electric Power Steering Manual AC With Heater Tinted Glass Front Power Outlet Front Power Windows Internally Adjustable ORVM Front Washer & Wiper,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
670,Hyundai,Grand I10 Prime,Era T Cng Vtvt,"5,28,804",1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43 litres,CNG,1520 mm,3765 mm,1660 mm,Hatchback,5,,,,25 km/kg,935 kg,5,165 mm,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1479 mm,1493 mm,,,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2425 mm,,,Yes,Not on offer,,,"2 Years / 40,000 Kms (Whichever comes earlier)",,Internal,256 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,,,Yes,,Yes,Yes,,,,,Electric Power Steering Manual AC With Heater Tinted Glass Front Power Outlet Front Power Windows Internally Adjustable ORVM Front Washer & Wiper,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
671,Mahindra,Kuv100 Nxt,K2 6Str,"4,88,194",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,,,,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",Analog,Yes,6,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,,,Yes,,Yes,,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Mahindra,Kuv100 Nxt,K2+ 6Str,"5,32,184",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,,,,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",Analog,Yes,6,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,,Yes,2,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Mahindra,Kuv100 Nxt,K2 D 6Str,"5,90,798",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,,,,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,Analog,Yes,6,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,,Yes,Yes,,Yes,,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
674,Mahindra,Kuv100 Nxt,K2+ D 6Str,"6,19,243",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,,,,77PS@3750RPM,190NM@1750-2250RPM,Digital,"Digital, Analog",Analog,Yes,6,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,,Yes,2,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
675,Mahindra,Kuv100 Nxt,K4+ D 6Str,"6,67,273",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,Analog,Yes,6,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,
676,Mahindra,Kuv100 Nxt,K4+ 6Str,"5,79,645",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",Analog,Yes,6,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
677,Mahindra,Kuv100 Nxt,K6+ 6Str,"6,31,144",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,6,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
678,Mahindra,Kuv100 Nxt,K6+ D 6Str,"7,54,548",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,,,Remote,77PS@3750RPM,190NM@1750-2250RPM,Digital,Yes,Analog,Yes,6,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,Yes,,,Yes,,,,,,,,,,,,,
679,Mahindra,Kuv100 Nxt,K8 6Str,"6,93,550",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,6,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
680,Mahindra,Kuv100 Nxt,K8 D 6Str,"7,87,304",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,77PS@3750RPM,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,Yes,6,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,Yes,Yes,,,,,,,,,,,,
681,Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,"7,01,045",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,6,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
682,Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,"7,94,800",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Diesel,1655 mm,3700 mm,1735 mm,Hatchback,5,22.25 km/litre,25.32 km/litre,25.32 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,77PS@3750RPM,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,Yes,6,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,Yes,Yes,,,,,,,,,,,,
683,Mahindra,Kuv100 Nxt,K4+ 5Str,"5,73,250",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,,82PS@5500RPM,115NM@3500-3600RPM,Digital,"Analog, Digital",Analog,Yes,5,Fabric,Manual,2385 mm,,,1,Not on offer,,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",,Internal,243 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,Up to 5 Year /,,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,Yes,2,,Rake,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,
684,Mahindra,Kuv100 Nxt,K6+ 5Str,"6,31,146",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,5,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
685,Mahindra,Kuv100 Nxt,K8 5Str,"6,87,175",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,5,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
686,Mahindra,Kuv100 Nxt,K8 5Str,"6,87,175",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,5,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
687,Mahindra,Kuv100 Nxt,K8 5Str,"6,87,175",1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35 litres,Petrol,1655 mm,3700 mm,1735 mm,Hatchback,5,15.5 km/litre,18.15 km/litre,18.15 km/litre,,,5,170 mm,Ventilated Disc,Drum,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490 mm,1490 mm,,,Electric Power,All Windows,,Remote,82PS@5500RPM,115NM@3500-3600RPM,Digital,Yes,Analog,Yes,5,Fabric,Manual,2385 mm,,,1,CD Player with USB & Aux-in,Yes,Yes,"2 years /1,00,000 Kms (years/distance whichever comes first)",Yes,Internal,243 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,Up to 5 Year /,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.05 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,,,Yes,,,,Yes,,,,,,,,,,,,
